Gender,Age,Under 30,Senior Citizen,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Label,Population,30 to 64,Household Size,Is Alone,Receive Refund,Total Services Subscribed,Cost per GB,Historical Avg Monthly Charge,Bill Shock,Tenure Group,Referral a Friend,Under-Utilizing Unlimited
Male,34,No,No,No,0,Thousand Oaks,91360,34.214054,-118.88109,0,1,Yes,29.15,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.45,19.45,0.0,0,29.15,48.6,No,42526,Yes,1,Yes,No,0,1944999.9999999998,19.45,No,New (0-1y),No,No
Female,48,No,No,Yes,0,Thousand Oaks,91362,34.191842,-118.822796,1,16,Yes,46.86,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,314.45,26.83,0,749.76,1037.38,No,33057,Yes,2,No,Yes,0,1960000.0,19.653125,No,Standard (1-2y),Yes,No
Female,33,No,No,Yes,2,Woodland Hills,91364,34.153733,-118.593408,1,57,Yes,17.01,No,Yes,DSL,11,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,53.45,3053.0,0.0,0,969.57,4022.57,No,25988,Yes,4,No,No,2,4.8590864917395535,53.56140350877193,No,Very Loyal (4y+),Yes,Yes
Male,31,No,No,Yes,1,Woodland Hills,91367,34.178068,-118.615714,1,37,Yes,43.68,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.8,677.05,29.21,0,1616.16,2264.0,No,36123,Yes,3,No,Yes,0,1980000.0,18.298648648648648,Yes,Loyal (2-4y),Yes,No
Female,56,No,No,Yes,0,Oak Park,91377,34.19225,-118.776874,1,72,Yes,4.56,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,112.1,7965.95,18.88,0,328.32,8275.39,No,14814,Yes,2,No,Yes,8,6.227774317903156,110.63819444444444,Yes,Very Loyal (4y+),Yes,Yes
Female,53,No,No,No,0,Van Nuys,91406,34.195685,-118.490752,0,17,Yes,5.49,Yes,Yes,DSL,14,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,69.0,1108.0,33.67,0,93.33,1167.66,No,50047,Yes,1,Yes,Yes,4,4.92856790816578,65.17647058823529,Yes,Standard (1-2y),No,Yes
Female,63,No,No,No,0,Van Nuys,91411,34.17847,-118.459472,0,16,Yes,40.95,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.35,295.55,0.0,0,655.2,950.75,No,23646,Yes,1,Yes,No,0,1935000.0,18.471875,Yes,Standard (1-2y),No,No
Female,57,No,No,No,0,Encino,91436,34.152875,-118.486056,0,10,Yes,2.84,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.8,198.25,0.0,0,28.4,226.65,No,13129,Yes,1,Yes,No,0,1980000.0,19.825,No,New (0-1y),No,No
Male,53,No,No,Yes,1,Burbank,91502,34.177267,-118.31003,1,64,Yes,13.73,Yes,Yes,Fiber Optic,12,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.2,6741.15,17.3,0,878.72,7602.57,No,11517,Yes,3,No,Yes,7,9.099992416672986,105.33046875,Yes,Very Loyal (4y+),Yes,Yes
Female,33,No,No,No,0,Burbank,91504,34.213049,-118.317651,0,1,Yes,18.0,Yes,Yes,Fiber Optic,23,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,79.15,79.15,0.0,60,18.0,157.15,No,25882,Yes,1,Yes,No,2,3.441302851607456,79.15,No,New (0-1y),No,No
Male,63,No,No,Yes,3,Burbank,91505,34.174215,-118.345928,1,25,Yes,36.17,No,Yes,DSL,53,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,53.65,1355.45,0.0,0,904.25,2259.7,No,29245,Yes,5,No,No,2,1.0122639599501961,54.218,No,Loyal (2-4y),Yes,No
Male,22,Yes,No,Yes,1,Burbank,91506,34.169706,-118.323548,1,71,Yes,33.69,No,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209.0,0.0,0,2391.99,9600.99,No,18539,No,3,No,No,5,3.7111097366260237,101.53521126760563,No,Very Loyal (4y+),Yes,No
Female,63,No,No,Yes,1,North Hollywood,91602,34.15136,-118.364786,1,72,Yes,14.46,No,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.65,7726.35,0.0,0,1041.12,8767.470000000001,No,16996,Yes,3,No,No,7,3.746550432223989,107.31041666666667,Yes,Very Loyal (4y+),Yes,No
Female,57,No,No,Yes,0,Studio City,91604,34.139082,-118.39275,6,49,No,0.0,No,Yes,Cable,11,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.65,2070.75,0.0,0,0.0,2070.75,No,26157,Yes,2,No,No,2,3.695451185953467,42.26020408163265,No,Very Loyal (4y+),Yes,Yes
Male,62,No,No,Yes,3,North Hollywood,91605,34.207295,-118.400022,6,29,No,0.0,No,Yes,DSL,57,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,55.35,1636.95,0.0,0,0.0,1636.95,No,57146,Yes,5,No,No,6,0.9710524612188665,56.44655172413793,No,Loyal (2-4y),Yes,No
Male,59,No,No,Yes,0,North Hollywood,91606,34.187599,-118.387125,5,72,Yes,6.15,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.6,7581.5,0.0,0,442.8,8024.3,No,45358,Yes,2,No,No,7,21.119957760084482,105.29861111111111,Yes,Very Loyal (4y+),Yes,Yes
Female,42,No,No,No,0,Rancho Cucamonga,91701,34.132275,-117.611478,0,50,Yes,49.14,Yes,Yes,Fiber Optic,6,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.7,4729.75,0.0,140,2457.0,7326.75,No,39064,Yes,1,Yes,No,4,15.949973416710973,94.595,Yes,Very Loyal (4y+),No,No
Male,47,No,No,Yes,0,Azusa,91702,34.174493,-117.87068,6,71,Yes,35.09,Yes,Yes,DSL,12,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,83.2,6126.1,0.0,0,2491.3900000000003,8617.490000000002,No,57775,Yes,2,No,No,7,6.93332755556037,86.2830985915493,No,Very Loyal (4y+),Yes,Yes
Male,47,No,No,No,0,Chino Hills,91709,33.942895,-117.725644,0,71,Yes,16.57,Yes,Yes,Fiber Optic,5,Yes,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,97.65,6687.85,0.0,0,1176.47,7864.320000000001,No,66754,Yes,1,Yes,No,5,19.529960940078123,94.19507042253521,Yes,Very Loyal (4y+),No,Yes
Male,23,Yes,No,Yes,2,Chino,91710,33.990646,-117.663025,2,61,Yes,42.31,No,Yes,DSL,59,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,68.05,4158.25,0.0,0,2580.9100000000003,6739.16,No,75319,No,4,No,No,4,1.1533896350187058,68.16803278688525,No,Very Loyal (4y+),Yes,No
Male,40,No,No,No,0,Covina,91723,34.084747,-117.886844,0,68,Yes,49.42,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,102.1,7149.35,0.0,0,3360.56,10509.91,No,17554,Yes,1,Yes,No,6,14.585693449009359,105.1375,No,Very Loyal (4y+),No,Yes
Male,43,No,No,No,0,Covina,91724,34.08111,-117.853935,0,62,Yes,48.93,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.4,1429.65,0.0,0,3033.66,4463.31,No,25068,Yes,1,Yes,No,1,2339999.9999999995,23.058870967741935,Yes,Very Loyal (4y+),No,No
Female,48,No,No,No,1,Rancho Cucamonga,91730,34.10097,-117.57882,0,7,Yes,28.5,No,Yes,Fiber Optic,13,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.05,472.65,0.0,10,199.5,682.15,No,51970,Yes,2,No,No,0,5.465380411245837,67.52142857142857,Yes,New (0-1y),No,No
Male,53,No,No,Yes,3,El Monte,91732,34.074492,-118.01462,10,6,Yes,1.57,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.45,113.5,0.0,0,9.42,122.92,No,62660,Yes,5,No,No,0,1944999.9999999998,18.916666666666668,Yes,New (0-1y),Yes,No
Male,37,No,No,Yes,3,Rancho Cucamonga,91737,34.245289,-117.642503,1,28,Yes,13.19,Yes,Yes,Fiber Optic,30,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,92.2,2568.15,0.0,0,369.32,2937.4700000000003,No,23079,Yes,5,No,No,4,3.0733323088892304,91.71964285714286,Yes,Loyal (2-4y),Yes,No
Male,27,Yes,No,No,0,Rancho Cucamonga,91739,34.133809,-117.523724,0,27,Yes,47.65,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,470.0,0.0,0,1286.55,1756.55,No,12937,No,1,Yes,No,0,1985000.0,17.40740740740741,Yes,Loyal (2-4y),No,No
Male,41,No,No,No,0,Glendora,91740,34.119363,-117.855059,0,7,Yes,30.04,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.9,278.4,0.0,0,210.28,488.68,No,25135,Yes,1,Yes,No,0,7.316654472242546,39.771428571428565,Yes,New (0-1y),No,Yes
Male,33,No,No,No,0,La Puente,91746,34.038983,-117.991372,0,63,Yes,9.21,Yes,Yes,Fiber Optic,28,No,Yes,No,No,No,Yes,Yes,No,One Year,No,Credit Card,90.45,5825.5,0.0,100,580.23,6505.73,No,30802,Yes,1,Yes,No,4,3.2303559891585754,92.46825396825396,No,Very Loyal (4y+),No,No
Female,55,No,No,No,2,La Verne,91750,34.144703,-117.770299,0,53,Yes,14.54,Yes,Yes,Cable,18,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,84.6,4449.75,0.0,0,770.62,5220.37,No,35530,Yes,3,No,No,7,4.699997388890339,83.95754716981132,Yes,Very Loyal (4y+),No,Yes
Female,22,Yes,No,No,0,Monterey Park,91754,34.050322,-118.147037,0,21,Yes,6.12,No,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.15,1956.4,0.0,0,128.52,2084.92,No,33280,No,1,Yes,No,5,1.9441172658593597,93.16190476190476,Yes,Standard (1-2y),No,No
Male,23,Yes,No,No,0,Monterey Park,91755,34.049172,-118.115022,0,17,Yes,25.91,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95,310.6,0.0,0,440.47,751.07,No,26933,No,1,Yes,No,0,1994999.9999999998,18.27058823529412,Yes,Standard (1-2y),No,No
Male,30,No,No,Yes,2,Mt Baldy,91759,34.231318,-117.662032,3,16,Yes,27.24,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,290.55,0.0,0,435.84,726.39,No,47,Yes,4,No,No,0,2049999.9999999998,18.159375,Yes,Standard (1-2y),Yes,No
Female,61,No,No,No,0,Ontario,91761,34.035602,-117.591528,0,35,Yes,2.15,No,Yes,DSL,7,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,62.1,2096.1,0.0,0,75.25,2171.35,No,56280,Yes,1,Yes,No,3,8.87141589797729,59.888571428571424,Yes,Loyal (2-4y),No,Yes
Female,27,Yes,No,Yes,3,Montclair,91763,34.072121,-117.698319,9,28,Yes,15.85,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.55,543.8,0.0,0,443.8,987.6,No,34447,No,5,No,No,0,1955000.0,19.42142857142857,Yes,Loyal (2-4y),Yes,No
Female,30,No,No,No,0,Ontario,91764,34.074087,-117.605618,0,1,Yes,29.86,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.35,20.35,0.0,0,29.86,50.21,No,49474,Yes,1,Yes,No,0,2035000.0,20.35,No,New (0-1y),No,No
Male,43,No,No,No,0,Diamond Bar,91765,33.992416,-117.807874,0,59,No,0.0,No,Yes,DSL,7,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,51.7,3005.8,0.0,0,0.0,3005.8,No,46532,Yes,1,Yes,No,4,7.385703734708951,50.94576271186441,Yes,Very Loyal (4y+),No,Yes
Female,26,Yes,No,Yes,2,Pomona,91766,34.042286,-117.756106,6,72,Yes,18.14,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,23.3,1623.15,0.0,0,1306.08,2929.23,No,69974,No,4,No,No,1,2330000.0,22.543750000000003,Yes,Very Loyal (4y+),Yes,No
Female,32,No,No,No,0,Pomona,91768,34.067932,-117.785168,0,40,Yes,11.56,No,Yes,DSL,26,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,65.1,2586.0,0.0,0,462.4,3048.4,No,36057,Yes,1,Yes,No,3,2.5038451908287724,64.65,Yes,Loyal (2-4y),No,No
Male,55,No,No,Yes,3,Rosemead,91770,34.065108,-118.082791,4,40,Yes,3.52,Yes,Yes,Fiber Optic,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.2,3292.3,0.0,0,140.8,3433.1000000000004,No,61623,Yes,5,No,No,2,1.4499997410714747,82.3075,No,Loyal (2-4y),Yes,No
Male,22,Yes,No,Yes,2,San Gabriel,91775,34.114772,-118.089431,9,63,Yes,42.17,No,Yes,DSL,73,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,74.5,4674.55,0.0,0,2656.71,7331.26,No,23444,No,4,No,No,5,1.0205478054044101,74.19920634920635,Yes,Very Loyal (4y+),Yes,No
Female,48,No,No,No,0,San Gabriel,91776,34.089927,-118.095645,0,3,Yes,26.86,No,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.5,232.35,0.0,0,80.58,312.93,No,38041,Yes,1,Yes,No,1,16.0999678000644,77.45,Yes,New (0-1y),No,No
Male,19,Yes,No,Yes,2,Temple City,91780,34.101608,-118.055848,3,40,No,0.0,No,Yes,DSL,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.3,2448.5,0.0,0,0.0,2448.5,No,32718,No,4,No,No,6,2.319229877219278,61.2125,No,Loyal (2-4y),Yes,No
Male,57,No,No,Yes,0,Upland,91784,34.141146,-117.655583,8,8,Yes,20.67,No,Yes,Fiber Optic,18,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.0,658.1,0.0,0,165.36,823.46,No,23331,Yes,2,No,No,1,4.166664351853138,82.2625,No,New (0-1y),Yes,Yes
Male,27,Yes,No,Yes,0,West Covina,91791,34.061634,-117.893169,4,9,Yes,26.03,Yes,Yes,Cable,59,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,69.05,653.95,0.0,0,234.27,888.22,No,30458,No,2,No,No,5,1.1703387846883415,72.66111111111111,No,New (0-1y),Yes,No
Male,21,Yes,No,Yes,1,West Covina,91792,34.024405,-117.898722,6,31,Yes,30.67,Yes,Yes,DSL,59,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,59.7,1825.5,0.0,0,950.77,2776.27,No,31622,No,3,No,No,3,1.0118642352772482,58.88709677419355,Yes,Loyal (2-4y),Yes,No
Female,30,No,No,Yes,0,Alhambra,91801,34.090925,-118.128164,1,50,Yes,28.1,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.85,943.1,0.0,0,1405.0,2348.1,No,54382,Yes,2,No,No,0,1985000.0,18.862000000000002,Yes,Very Loyal (4y+),Yes,No
Female,45,No,No,No,0,Boulevard,91905,32.677097,-116.304991,0,9,No,0.0,No,Yes,DSL,21,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,40.75,359.4,0.0,20,0.0,379.4,No,1509,Yes,1,Yes,No,3,1.9404752664403493,39.93333333333333,Yes,New (0-1y),No,No
Male,51,No,No,Yes,0,Chula Vista,91911,32.607964,-117.059459,7,25,Yes,3.81,No,Yes,Fiber Optic,8,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.7,2338.35,0.0,0,95.25,2433.6,No,71126,Yes,2,No,No,4,11.962485046893692,93.53399999999999,Yes,Loyal (2-4y),Yes,Yes
Female,51,No,No,Yes,2,Chula Vista,91914,32.688506,-116.938632,9,45,Yes,10.21,Yes,Yes,DSL,11,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,81.3,3541.1,0.0,0,459.4500000000001,4000.55,No,2606,Yes,4,No,No,6,7.390902371906934,78.69111111111111,Yes,Loyal (2-4y),Yes,Yes
Female,31,No,No,Yes,1,Descanso,91916,32.912664,-116.635387,4,55,Yes,31.3,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.0,1087.25,0.0,0,1721.5,2808.75,No,1587,Yes,3,No,No,0,1999999.9999999998,19.76818181818182,Yes,Very Loyal (4y+),Yes,No
Female,39,No,No,No,0,Dulzura,91917,32.622999,-116.687855,0,38,Yes,20.14,Yes,Yes,DSL,13,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.15,2522.4,0.0,0,765.32,3287.7200000000003,No,727,Yes,1,Yes,No,4,5.088457624263366,66.37894736842105,No,Loyal (2-4y),No,Yes
Male,40,No,No,Yes,2,Imperial Beach,91932,32.579134,-117.119009,3,38,Yes,24.16,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.6,717.3,0.0,0,918.08,1635.38,No,26662,Yes,4,No,No,0,1960000.0,18.876315789473683,Yes,Loyal (2-4y),Yes,No
Male,34,No,No,No,0,Jacumba,91934,32.649787,-116.2237,0,34,Yes,4.89,No,Yes,Cable,27,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,49.8,1734.2,0.0,70,166.26,1970.46,No,699,Yes,1,Yes,No,1,1.8444437613171254,51.00588235294118,No,Loyal (2-4y),No,No
Female,19,Yes,No,Yes,0,Jamul,91935,32.695681,-116.798386,0,70,Yes,19.88,Yes,Yes,Fiber Optic,26,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.75,7069.3,0.0,0,1391.6,8460.9,No,8759,No,2,No,No,5,3.913460033284603,100.99000000000001,Yes,Very Loyal (4y+),No,No
Female,20,Yes,No,No,0,La Mesa,91941,32.759327,-116.99726,0,13,Yes,46.68,No,Yes,DSL,59,Yes,No,No,Yes,No,No,Yes,Yes,One Year,No,Credit Card,55.15,742.9,0.0,0,606.84,1349.74,No,44652,No,1,Yes,No,3,0.934745604280406,57.146153846153844,No,Standard (1-2y),No,No
Female,21,Yes,No,No,0,Lemon Grove,91945,32.733564,-117.033713,0,61,Yes,15.44,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.95,6423.0,0.0,0,941.84,7364.84,No,24961,No,1,Yes,No,6,3.4649988450003852,105.29508196721312,No,Very Loyal (4y+),No,No
Male,29,Yes,No,No,0,National City,91950,32.67102,-117.095235,0,41,Yes,21.64,No,Yes,Fiber Optic,59,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.65,4220.35,0.0,0,887.24,5107.59,No,62355,No,1,Yes,No,5,1.6889827645791924,102.93536585365854,No,Loyal (2-4y),No,No
Male,28,Yes,No,No,0,Pine Valley,91962,32.800671,-116.483363,0,21,Yes,28.54,Yes,Yes,Fiber Optic,42,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.7,1558.7,0.0,0,599.34,2158.04,No,1604,No,1,Yes,No,2,1.7547614869615507,74.22380952380952,No,Standard (1-2y),No,No
Male,22,Yes,No,Yes,0,Spring Valley,91977,32.726627,-116.994608,7,69,No,0.0,No,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,60.25,4055.5,0.0,120,0.0,4175.5,No,56100,No,2,No,No,6,1.0211862675955479,58.77536231884058,Yes,Very Loyal (4y+),Yes,No
Male,28,Yes,No,Yes,1,Borrego Springs,92004,33.200369,-116.192313,1,47,Yes,39.25,Yes,Yes,DSL,26,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,54.25,2538.2,0.0,0,1844.75,4382.95,No,2863,No,3,No,No,3,2.0865376590239775,54.00425531914893,Yes,Loyal (2-4y),Yes,No
Female,46,No,No,Yes,1,Cardiff By The Sea,92007,33.015866,-117.272254,0,72,Yes,36.13,No,Yes,Cable,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.3,6129.2,0.0,0,2601.36,8730.56,No,10375,Yes,3,No,No,7,4.06190282766532,85.12777777777778,Yes,Very Loyal (4y+),No,No
Female,20,Yes,No,Yes,1,Del Mar,92014,32.948262,-117.256086,2,72,Yes,45.66,Yes,Yes,DSL,47,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.95,6652.45,0.0,0,3287.5199999999995,9939.97,No,13945,No,3,No,No,8,1.9351059712540486,92.39513888888888,No,Very Loyal (4y+),Yes,No
Female,44,No,No,Yes,0,El Cajon,92021,32.832706,-116.873258,10,71,Yes,18.41,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1379.6,0.0,0,1307.11,2686.71,No,61872,Yes,2,No,No,0,1985000.0,19.430985915492958,Yes,Very Loyal (4y+),Yes,No
Male,25,Yes,No,No,3,Encinitas,92024,33.054579,-117.25665,0,23,Yes,1.58,No,Yes,DSL,47,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.3,1284.2,0.0,0,36.34,1320.54,No,47126,No,4,No,No,3,1.176595494341384,55.834782608695654,No,Standard (1-2y),No,No
Female,35,No,No,No,0,Escondido,92025,33.081478,-117.033814,0,16,Yes,20.65,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,296.15,0.0,0,330.4,626.55,No,49281,Yes,1,Yes,No,0,2010000.0,18.509375,Yes,Standard (1-2y),No,No
Male,24,Yes,No,No,0,Escondido,92026,33.21846,-117.116916,0,9,Yes,34.43,No,Yes,DSL,51,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,69.5,653.25,0.0,0,309.87,963.12,No,43436,No,1,Yes,No,5,1.3627448308343468,72.58333333333333,No,New (0-1y),No,No
Male,33,No,No,Yes,3,Escondido,92027,33.141265,-116.967221,8,17,Yes,45.24,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.15,412.6,0.0,0,769.08,1181.68,No,48690,Yes,5,No,No,1,2514999.9999999995,24.27058823529412,Yes,Standard (1-2y),Yes,No
Female,24,Yes,No,Yes,0,Julian,92036,32.980678,-116.262854,2,24,Yes,44.93,Yes,Yes,Fiber Optic,82,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,79.65,1928.7,0.0,0,1078.32,3007.02,No,3577,No,2,No,No,3,0.9713413449583725,80.3625,No,Standard (1-2y),Yes,No
Female,41,No,No,Yes,0,Oceanside,92054,33.351059,-117.420557,8,72,Yes,8.98,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.55,1750.7,0.0,0,646.5600000000001,2397.26,No,98239,Yes,2,No,No,1,2455000.0,24.31527777777778,Yes,Very Loyal (4y+),Yes,No
Female,57,No,No,No,1,Oceanside,92056,33.194742,-117.29032,0,11,Yes,44.88,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,216.2,0.0,0,493.68,709.88,No,52895,Yes,2,No,No,0,1969999.9999999998,19.654545454545453,Yes,New (0-1y),No,No
Female,58,No,No,No,0,Poway,92064,32.984395,-117.013454,0,49,Yes,7.51,No,Yes,DSL,13,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.45,3721.9,0.0,0,367.99,4089.89,No,47969,Yes,1,Yes,No,5,5.726918671601022,75.95714285714286,No,Very Loyal (4y+),No,Yes
Female,50,No,No,Yes,0,Ranchita,92066,33.215251,-116.53633,5,53,Yes,46.24,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.05,990.45,0.0,0,2450.7200000000003,3441.17,No,339,Yes,2,No,No,0,1905000.0,18.687735849056605,Yes,Very Loyal (4y+),Yes,No
Male,52,No,No,No,3,Rancho Santa Fe,92067,33.012751,-117.200617,0,39,Yes,49.95,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.0,1004.35,0.0,0,1948.05,2952.4,No,7615,Yes,4,No,No,1,2500000.0,25.752564102564104,No,Loyal (2-4y),No,No
Female,45,No,No,No,0,San Marcos,92069,33.162624,-117.170863,0,9,Yes,31.28,No,No,No Internet Service,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,157.65,0.0,0,281.52,439.17,No,52664,Yes,1,Yes,No,0,1905000.0,17.516666666666666,Yes,New (0-1y),No,No
Male,47,No,No,No,0,Santa Ysabel,92070,33.174725,-116.743329,0,39,Yes,35.13,No,Yes,Fiber Optic,29,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,81.9,3219.75,0.0,0,1370.0700000000002,4589.82,No,1143,Yes,1,Yes,No,2,2.824136957194153,82.5576923076923,No,Loyal (2-4y),No,No
Female,21,Yes,No,Yes,3,Solana Beach,92075,33.001813,-117.263628,4,51,Yes,19.9,Yes,Yes,Fiber Optic,59,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.15,4554.85,0.0,0,1014.9,5569.75,No,12173,No,5,No,No,4,1.527965842717654,89.31078431372549,Yes,Very Loyal (4y+),Yes,No
Male,21,Yes,No,Yes,2,San Marcos,92078,33.119028,-117.166036,2,71,Yes,9.2,Yes,No,No Internet Service,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.35,1847.55,0.0,0,653.1999999999999,2500.75,No,6760,No,4,No,No,1,2535000.0,26.021830985915493,No,Very Loyal (4y+),Yes,No
